Question,Ground_Truth
Ngày nào Eisaku Satō sinh?,27 Tháng 3
Ai là người hướng dẫn luận án tiến sĩ của Donald A. Glaser?,Không có người hướng dẫn tiến sĩ
Daniel Kahneman đạt được học vị gì?,Cử Nhân Nghệ Thuật
Thành phố nào là quê hương của nhà thiên văn học nổi tiếng Copernicus?,Toruń
Daniel Kahneman đã nhận giải thưởng nào và từ đâu?,/Đại Học Tufts
Dennis Gabor đã được trao giải thưởng nào vào lĩnh vực nào?,Giải Nobel Vật Lý
Ai là người hướng dẫn luận án tiến sĩ của Edward Mills Purcell?,Không có người hướng dẫn tiến sĩ
Ở thành phố nào Doris Lessing đã qua đời?,Luân Đôn
Drew Weissman đã được trao giải thưởng nào?,/Giải Harvey
Emilio G. Segrè làm việc tại đâu?,Phòng Thí Nghiệm Quốc Gia Los Alamos
Ở đâu David MacMillan đã nhận học vị của mình?,"Đại Học California, Irvine"
Quốc tịch của Derek Walcott là gì?,Saint Lucia
Derek Barton đã mất ở quốc gia nào?,Hoa Kỳ
Daniel Kahneman đã nhận giải thưởng nào trước Đại Học Louisville?,/Đại Học Louisville
Edward Mills Purcell làm việc tại đâu?,Viện Công Nghệ Massachusetts
Enrico Fermi làm việc tại đâu?,Đại Học Columbia
Ai là người được hướng dẫn luận án tiến sĩ bởi Edwin McMillan?,Ernest Lawrence
Năm nào Donald A. Glaser đã giành Giải thưởng?,1960
Ai là người hướng dẫn luận án tiến sĩ của Enrico Fermi?,Không có người hướng dẫn tiến sĩ
Dorothy Hodgkin làm việc tại đâu?,Đại Học Oxford
Nơi sinh của Elizabeth Blackburn là ở đâu?,Hobart
Quốc tịch của Eric Allin Cornell là gì?,Hoa Kỳ
Donna Strickland đã nhận được giải thưởng nào?,/Alfred P. Sloan Research Fellowship
"Ai được kết nối với Donald A. Glaser thông qua khái niệm ""Phối ngẫu""?",/Ruth Bonnie Thompson
Năm nào Edward Mills Purcell đã được trao Giải thưởng?,1952
Quốc tịch của Dag Hammarskjöld là gì?,Thụy Điển
Ai đã được trao Giải thưởng Nobel Hóa học năm 1990?,/Huy Chương Franklin
Eric Betzig làm việc tại tổ chức nào?,/Howard Hughes Medical Institute
Bạn có thể cung cấp liên kết đến luận án của Drew Weissman không?,Https://Www.Proquest.Com/Docview/303477470
Ai là những người đã đoạt Giải Nobel Sinh Lý Học Và Y Khoa?,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa
Nơi David MacMillan công tác là trường đại học nào?,/Trường Đại Học Princeton
Ai là người được đề cử cùng với Duncan Haldane trong danh sách các sinh viên nổi tiếng?,/Ashvin Vishwanath
Bạn biết Didier Queloz học ở trường nào không?,Đại Học Geneva
Dudley R. Herschbach làm việc tại đâu?,/Texas A&M University
Ai là người được đề cử Nobel với Edward Teller trong lĩnh vực nghiên cứu vật lý?,/Lincoln Wolfenstein
Ai là người được đề cập trong Triple với Emil Fischer và được biết đến với các nghiên cứu sinh nổi tiếng?,/Walter A. Jacobs
Danh sách những người đoạt giải Nobel Sinh lý học và Y khoa bao gồm ai?,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa
Năm sinh của Edward Mills Purcell là năm nào?,1912
Ai là nghiên cứu sinh nổi tiếng cùng với Edward Mills Purcell?,Nicolaas Bloembergen
Ai là người nghiên cứu sinh nổi tiếng trong Triple: Emilio G. Segrè - Các nghiên cứu sinh nổi tiếng - /Samarendra Nath Ghoshal?,/Samarendra Nath Ghoshal
Ai là người đã được trao Giải Nobel Kinh Tế?,Giải Nobel Kinh Tế
Corneille Heymans sinh ở thành phố nào?,Gent
Quốc gia nào Ellen Johnson Sirleaf sinh ra?,Liberia
Quốc tịch của Eric Betzig là gì?,Hoa Kỳ
Emil Adolf Von Behring mất ở đâu?,/Hesse-Nassau
Nơi sinh của Ellen Johnson Sirleaf là thành phố nào?,Monrovia
Ai là người hướng dẫn luận án tiến sĩ của Dudley R. Herschbach?,Không có người hướng dẫn tiến sĩ
Ernest Lawrence là thành viên của Viện Hàn Lâm Khoa Học Quốc Gia Hoa Kỳ hay không?,/Thành Viên Của Viện Hàn Lâm Khoa Học Quốc Gia Hoa Kỳ
Edward Calvin Kendall đã có mối liên kết gì với /Princeton?,/Princeton
David J. Thouless công tác ở đâu?,Đại Học Birmingham
Ngày nào Ernest Rutherford mất?,19 Tháng 10
Trường nào mà Elias James Corey đã giảng dạy?,Viện Công Nghệ Massachusetts
Nơi nào là nơi mà Edwin McMillan đã mất?,El Cerrito
Quốc tịch của Edward B. Lewis là gì?,Hoa Kỳ
Edward Mills Purcell sinh ở đâu?,"Taylorville, Illinois"
Ai là người đã đồng thời giành giải Nobel và thành lập công ty dược phẩm Janssen Pharmaceuticals?,/Paul Janssen
Elizabeth Blackburn đã nhận giải thưởng nào?,Giải Wiley
Bạn có thể cung cấp liên kết đến luận án của Edward Teller không?,Http://Www.Worldcat.Org/Oclc/46098336
Dmitry Muratov đã nhận giải thưởng nào?,Giải Nobel Hòa Bình
Quốc tịch của Eduard Buchner là gì?,Đức
Ai đã nhận giải thưởng /Albert Einstein Award?,/Albert Einstein Award
Ai là người đã làm việc cùng với Emil Fischer trong lĩnh vực nghiên cứu hóa học?,/Alfred Stock
Ernest Lawrence làm việc tại đâu?,Phòng Thí Nghiệm Quốc Gia Lawrence Berkeley
Czesław Miłosz làm nghề gì?,Nhà Văn
Ai là người đã được trao Huân Chương Khoa Học Quốc Gia?,Huân Chương Khoa Học Quốc Gia
Thành phố nào là nơi Dan Shechtman sinh ra?,Tel Aviv
Ai là người hướng dẫn luận án tiến sĩ của Emil Fischer?,Adolf Von Baeyer
Quốc tịch của Edwin McMillan là gì?,Hoa Kỳ
Nơi Edward Mills Purcell mất là ở đâu?,Hoa Kỳ
Elias James Corey đã đạt được giải thưởng nào trong lĩnh vực Hóa Học?,Giải Nobel Hóa Học
Ai là người hướng dẫn luận án tiến sĩ của Donald A. Glaser?,Carl David Anderson
Quốc tịch của Edward Adelbert Doisy là gì?,Hoa Kỳ
Dario Fo là người nước nào?,Ý
Derek Barton sinh ở đâu?,"/Gravesend, Kent"
Ai đã được trao Giải Nobel Hóa Học?,Giải Nobel Hóa Học
Bạn sống ở đâu?,/Bellshill
Ernest Rutherford sinh ở đâu?,New Zealand
"Bạn đang làm việc tại đâu, Daniel McFadden?","Đại Học California, Berkeley"
Nơi nào Edward Lawrie Tatum mất?,Thành Phố New York
Ai là những người đã đoạt Giải Nobel Hóa Học?,Danh Sách Người Đoạt Giải Nobel Hóa Học
Elizabeth Blackburn đã đoạt giải thưởng nào?,Giải Thưởng Của Úc
Trường Đại học nào mà Edwin G. Krebs đã tham gia giảng dạy?,/Đại Học Illinois Tại Urbana-Champaign
Quốc tịch của Elinor Ostrom là gì?,Hoa Kỳ
Ai là người đã được trao Huy Chương John Bates Clark?,Huy Chương John Bates Clark
Người nổi tiếng nào sinh ra tại Jönköping?,Jönköping
Edward Adelbert Doisy mất ở đâu?,"St. Louis, Missouri"
Dmitry Muratov sinh ở đâu?,Samara (Tỉnh
Edward Teller đã đạt được bằng cấp nào?,Bachelor Of Science
Ai đã giành được Huy Chương Albert?,/Huy Chương Albert
Emil Fischer làm việc tại đâu?,Đại Học Berlin
Derek Barton đã nhận được giải thưởng nào?,Huy Chương Copley
Năm nào Czesław Miłosz sinh ra?,1911
Nơi sinh của Craig Mello là ở đâu?,Connecticut
Eduard Buchner sinh ở thành phố nào?,München
Craig Mello học tại trường đại học nào?,Đại Học Harvard
Nơi Clive Granger công tác là đâu?,Đại Học Nottingham
Ernest Rutherford đã từng giảng dạy ở trường lớp nào?,/Đại Học Canterbury
Elinor Ostrom làm việc tại đâu?,/Đại Học Indiana Cơ Sở Bloomington
Ai là người hướng dẫn tiến sĩ cho Drew Weissman?,Không có người hướng dẫn tiến sĩ
Ai đã giành Giải Nobel Kinh Tế?,Giải Nobel Kinh Tế
Daniel Nathans sinh ở đâu?,Hoa Kỳ
Danh sách những ai đã đoạt Giải Nobel Hóa Học?,Danh Sách Người Đoạt Giải Nobel Hóa Học
Trường đại học nào mà Elizabeth Blackburn đã từng làm việc?,Đại Học Cambridge
Elias James Corey làm việc ở đâu?,Đại Học Harvard
Đâu là nơi Drew Weissman sinh ra?,"/Lexington, Massachusetts"
Trường đại học nào mà David J. Wineland đã theo học?,Đại Học California Tại Berkeley
Nơi nào Elizabeth Blackburn công tác?,Đại Học Yale
Quốc tịch của Elias James Corey là gì?,Hoa Kỳ
Thành phố nào là nơi Dag Hammarskjöld mất?,Ndola
Edward C. Prescott là giáo sư tại trường đại học nào?,/Case Western Reserve University
Trường đại học nào mà Edmund Phelps là giáo sư tại đó?,/Amherst College
Corneille Heymans sinh sống và qua đời tại đâu?,Flanders
Bạn nghĩ Daniel McFadden là giáo sư tại đâu?,Đại Học Minnesota
Nơi công tác của Elizabeth Blackburn là đâu?,/Viện Salk
Ở bang nào Eric Allin Cornell sinh ra?,California
Đâu là nơi sinh của Dominique Pire?,Dinant
Daniel Nathans sinh ở tiểu bang nào?,Delaware
Quốc tịch của nhà khoa học Ernest Rutherford là gì?,New Zealand
Trường đại học nào David J. Thouless tốt nghiệp?,"/Trinity Hall, Cambridge"
Eduard Buchner qua đời ở thành phố nào?,München
Daron Acemoglu làm việc tại đâu?,Viện Công Nghệ Massachusetts
Trường đại học nào Duncan Haldane đã theo học?,"/Christ'S College, Cambridge"
Edward B. Lewis là giáo sư tại trường đại học nào?,Học Viện Công Nghệ California
Danh sách những người đã đoạt Giải Nobel Sinh lý học và Y khoa bao gồm những ai?,Danh Sách Người Đoạt Giải Nobel Sinh Lý Học Và Y Khoa
Giải thưởng nào mà Daron Acemoglu đã nhận từ lĩnh vực Kinh tế?,/Erwin Plein Nemmers Prize In Economics
Edwin G. Krebs mất ở thành phố nào?,Seattle
Đâu là nơi mà Edward Condon công tác?,Đại Học Princeton
Quốc tịch của Edward Adelbert Doisy là gì?,Hoa Kỳ
Emilio G. Segrè đã được trao giải thưởng nào vào lĩnh vực nào?,Giải Nobel Vật Lý
Trường đại học nào Eduard Buchner đã tham gia công tác giảng dạy?,"/Đại Học Ludwig Maximilians, Munich"
Ai là người cùng với Edward Teller nghiên cứu sinh nổi tiếng?,Yang Chen-Ning
Trường đại học nào mà Edmund Phelps từng làm giáo sư?,Đại Học Yale
Elizabeth Blackburn đã nhận giải thưởng nào?,Giải Rosenstiel
Douglass North làm việc ở đâu?,Đại Học Stanford
"Đề xuất một câu hỏi: ""Nơi nào có thông tin về luận án của David MacMillan về việc hình thành stereokontrolled của các bicyclic tetrahydrofurans và tổng hợp enantioselective của eunicellin diterpenes?""",Https://Www.Worldcat.Org/Title/Stereocontrolled-Formation-Of-Bicyclic-Tetrahydrofurans-And-Enantioselective-Total-Synthesis-Of-Eunicellin-Diterpenes/Oclc/35966904
Nơi David Julius công tác là trường đại học nào?,"/Đại Học California, San Francisco"
Emil Fischer làm việc tại đâu?,Đại Học Munich
Ở bang nào Ei-Ichi Negishi mất?,Indiana
Quốc tịch của Dan Shechtman là gì?,Israel
Ai là người hướng dẫn luận án tiến sĩ của Donald J. Cram?,/Louis Fieser
Ở đâu Edward Lawrie Tatum làm việc?,Đại Học Stanford
Ai là người được đề cập trong Triple: Edward Mills Purcell - Các nghiên cứu sinh nổi tiếng - /George Pake?,/George Pake
Ở đâu Edwin McMillan sinh?,/Redondo Beach
Ở bang nào David J. Wineland sinh ra?,Wisconsin
Edward C. Prescott sinh ở đâu?,"Glens Falls, New York"
Quốc tịch của Daron Acemoglu là gì?,Thổ Nhĩ Kỳ
Quốc tịch của Donald A. Glaser là gì?,Hoa Kỳ
Czesław Miłosz đã làm nghề gì?,Nhà Thơ
Ai là người được đề cử cùng với Daniel McFadden trong Triple về các nghiên cứu sinh nổi tiếng?,/Walter Erwin Diewert
Ở đâu Edward Teller sinh ra?,Budapest
Nơi Edward Victor Appleton công tác là gì?,Đại Học Edinburgh
Edward Mills Purcell mất tại tiểu bang nào?,Massachusetts
Ai là người hướng dẫn luận án tiến sĩ của Ernest Lawrence?,Không có người hướng dẫn tiến sĩ
Donna Strickland đã giành giải thưởng nào trong lĩnh vực Vật Lý?,Giải Nobel Vật Lý
Donald A. Glaser làm việc ở đâu?,Đại Học California Tại Berkeley
Ai là người hướng dẫn luận án tiến sĩ của Edwin McMillan?,Không có người hướng dẫn tiến sĩ
Emil Fischer sinh ở đâu?,Rhein
Edward Teller làm việc tại đâu?,Đại Học George Washington
Drew Weissman học vị ở đâu?,Đại Học Boston
Danh sách những người đã đoạt Giải Nobel Kinh tế?,Danh Sách Người Đoạt Giải Nobel Kinh Tế
Ai đã được trao Giải L'Oréal-UNESCO Cho Phụ Nữ Trong Khoa Học?,Giải L'Oréal-UNESCO Cho Phụ Nữ Trong Khoa Học
Giải thưởng nào Elie Wiesel từng nhận liên quan đến /The Canterbury Medal?,/The Canterbury Medal
Giải thưởng nào mà Elizabeth Blackburn đã đoạt được?,/Giải Dr A.H. Heineken Prize
Bạn có thể cho biết địa điểm sinh của Daniel McFadden là ở đâu không?,"Raleigh, North Carolina"
Đâu là danh hiệu được Edward Victor Appleton vinh dự nhất trong lĩnh vực Vật lý?,/Huy Chương Và Giải Thưởng Của Viện Vật Lý Edward Appleton
Nơi Edward Teller công tác là đâu?,Đại Học Chicago
Nơi công tác của Edward Calvin Kendall là gì?,/St. Luke'S-Roosevelt Hospital Center
Ai đã được trao /Huy Chương Faraday?,/Huy Chương Faraday
Dorothy Hodgkin là người nước nào?,Ai Cập
Giải thưởng nào được Edward Teller nhận được?,/Eringen Medal
Eisaku Satō là người nước nào?,Nhật Bản
Emil Fischer sinh vào ngày nào?,9 Tháng 10
Craig Mello làm việc tại đâu?,/Đại Học Y Khoa Massachusetts
Daniel Kahneman đã đạt được học vị ở trường đại học nào?,"/Đại Học Hebrew, Jerusalem"
Emil Fischer sinh vào năm nào?,1852
David Card đã nhận giải thưởng nào?,/Giải BBVA Foundation Frontiers Of Knowledge
Emil Fischer làm việc tại nơi nào vào năm nào?,1919
Trường đại học nào Drew Weissman đã nhận học vị của mình?,Đại Học Brandeis
David J. Wineland đã nhận được giải thưởng nào?,Huân Chương Khoa Học Quốc Gia
Ai là người hướng dẫn tiến sĩ cho Emilio G. Segrè?,Không có người hướng dẫn tiến sĩ
Năm nào Edward Mills Purcell đã nhận Giải thưởng?,1967
Nơi nào Edwin G. Krebs mất?,Washington
Edward Mills Purcell sinh ở tiểu bang nào?,Illinois
Quốc gia nào là quê hương của David J. Thouless?,Scotland
Nơi nào Edwin McMillan đã mất?,California
Trường đại học nào mà Ei-Ichi Negishi từng giảng dạy tại?,Đại Học Tōkyō
Eisaku Satō sinh ở đâu?,"Tabuse, Yamaguchi"
Dudley R. Herschbach làm việc tại đâu?,Đại Học Freiburg
Người nào đã đoạt giải thưởng được coi là giải thưởng danh giá nhất trong lĩnh vực hóa học?,Giải Willard Gibbs
Giải thưởng nào được Daniel Kahneman giành được liên quan đến nền kinh tế?,/Giải Thưởng Leontief
Năm nào Donald A. Glaser được trao giải Nobel Vật lý vì phát minh ra phương pháp phối ngẫu?,1975
Donna Strickland sinh ở đâu?,/Guelph
Trường đại học nào mà Edward C. Prescott từng giảng dạy?,Carnegie Mellon University
Edward Lawrie Tatum làm việc tại đâu?,/Viện Rockefeller
Ai là người đã ảnh hưởng đến Douglass North?,/Melvin M. Knight
David MacMillan công tác ở đâu?,"Đại Học California, Berkeley"
Năm nào Elias James Corey đã giành giải thưởng?,1981
Ai là người hướng dẫn luận án tiến sĩ của Alfred Sturtevant?,Alfred Sturtevant
